dynamism,urgency_mean,cost
0.007755815069047656,900000.0,13943.49559003885
0.39476023166327123,2700000.0,11979.264167656222
0.9917405389895173,1500000.0,11497.022382894042
0.9502074795385251,2400000.0,12043.522112741426
0.45769646656971963,1500000.0,12691.948520653128
0.807756740398567,600000.0,11456.657551332142
0.4424196653729836,2400000.0,9605.284844373724
0.054987699238877585,2700000.0,11018.609874175938
0.5502767876526823,2700000.0,12018.877000889428
0.49391694574976597,2700000.0,11935.12872823022
0.00855397019935078,300000.0,16717.99454958003
0.30283483859517624,1200000.0,10440.341038677092
0.640555601272774,0.0,14851.013603951955
0.355424640230097,1800000.0,11627.082942875253
0.10955505117193909,600000.0,13232.273297225423
0.15434462161517792,600000.0,14402.521218596246
0.9088754694106833,2100000.0,11383.674025731329
0.5416469484179266,300000.0,12538.57272013305
0.10270791214877095,1800000.0,11923.550216125377
0.1558153176306185,600000.0,14825.902551236515
0.8918017669600213,2400000.0,12137.51440306817
0.6913157239357299,600000.0,14259.115184805712
0.643627163907911,2400000.0,12196.71774289076
0.6933162101920208,600000.0,12154.314944186719
0.14711871733837512,600000.0,12969.5589719347
0.8416492752195205,300000.0,13360.332478493729
0.45595361341808427,2100000.0,15106.826609021136
0.7064838354141785,1200000.0,12237.45813789109
0.5917161293164337,2700000.0,11734.753852974896
0.791843373325005,1500000.0,12877.786352318692
0.2500334513864373,2700000.0,13399.742110996496
0.903733871508856,600000.0,12466.288201278667
0.10023097499548661,1800000.0,9837.89710339674
0.006916526058701855,2700000.0,10715.936788323741
0.2490550115854907,900000.0,13951.769114226046
0.7057680622625236,0.0,15373.700122585371
0.3073869678397628,600000.0,14030.927700582792
0.6903794641591188,2700000.0,13326.811848037218
0.34158297747385635,600000.0,13992.856159872028
0.5014595275376773,0.0,16566.980893263815
0.3535883346865072,0.0,17733.836669558907
0.009008532896984556,2400000.0,11731.823653763768
0.7436691147578114,2100000.0,11674.650530104042
0.8460822271231742,2700000.0,11411.96669562183
0.24172919288764572,1800000.0,11410.753639945971
0.546878404512645,1200000.0,10093.366912694457
0.09577691418568157,900000.0,17352.963883758257
0.10620324500030431,0.0,16150.973504435691
0.6032747632935256,2100000.0,12708.368763281813
0.09624220166295405,2100000.0,13264.067798768408
0.8487092758750557,900000.0,11999.634397377793
0.7513582028590031,2100000.0,10850.265336356786
0.600123287785288,0.0,17214.79255684205
0.643985468013091,600000.0,12933.722363311515
0.20497251553600626,1500000.0,12928.1396720139
0.20757235009742903,0.0,16323.341095414704
0.3060190398082374,2100000.0,10789.382365797184
0.006157987987230662,1800000.0,13858.856486685576
0.6431745569479257,900000.0,12301.085336489035
0.3507150656004949,600000.0,10406.301946455542
0.8066744610844262,1200000.0,11643.96794842677
0.7962535303420873,2700000.0,13114.902581166902
0.8054597559389143,1800000.0,12322.015713606927
0.09490165341574952,2100000.0,12479.431367185238
0.45710948769333604,1200000.0,12382.36047392886
0.6987545852264796,1500000.0,10254.95571929888
0.9975670201831788,2100000.0,12275.646693835844
0.8514297193386361,1800000.0,10969.648257549507
0.1988400482992959,2700000.0,11502.535093228005
0.4485877910976447,1800000.0,12853.39948492875
0.956558263043995,1200000.0,12246.860601965887
0.0924298000996765,0.0,19211.93496766551
0.9945322093078213,600000.0,13384.949741103963
0.14929109577455402,2700000.0,10072.840030185595
0.10092887574168097,2400000.0,13645.789616605753
0.9553308463553097,2100000.0,12068.374514659294
0.409570907286849,2700000.0,10074.747666810636
0.1431977772161932,1200000.0,9886.321804201078
0.5526263754064904,900000.0,12983.440430533188
0.8957579739636081,300000.0,13409.65681907324
0.3572517092182306,1200000.0,11285.949937350983
0.9004872191916855,1200000.0,12832.685843336836
0.25093569163155394,900000.0,12725.498568676965
0.3988327942174439,0.0,18213.163611401502
0.7578854857222926,2400000.0,11815.750982035162
0.0937077964002232,900000.0,11326.222884352073
0.5066418765048288,0.0,15726.464391722697
0.0063523351207659395,0.0,19639.113150263478
0.4459993032094909,2700000.0,11383.757109408612
0.7947780879069185,900000.0,12914.690721075154
0.8433380033401363,1500000.0,11494.326068809363
0.007476873385946159,300000.0,17144.39032383186
0.40543624276076873,900000.0,9700.167290690311
0.4044198279010398,1800000.0,12291.459577933512
0.6985399662354278,1800000.0,12821.182115633617
0.9995705448402689,1200000.0,11810.24407469622
0.14015391274153566,2700000.0,9537.757869761645
0.445362811707133,2100000.0,10731.558623107534
0.8984052612574978,300000.0,13534.244086684555
0.4514490625999953,2400000.0,13276.941942257383
0.04717544031606036,900000.0,12817.062748593406
0.050534188155014315,1500000.0,14820.678989121761
0.04768732675441267,300000.0,15326.780624394794
0.6995248435850427,600000.0,11487.785894586586
0.3011102519370993,2700000.0,11855.820555293474
0.6451948627268742,900000.0,14364.887597452576
0.2588252996735386,1200000.0,11666.966056966843
0.8034406193358927,0.0,16250.716346700643
0.30978787842312117,0.0,16063.840700345914
0.7971963243998461,1800000.0,11271.241013859064
0.7026144641751946,600000.0,12519.713955557183
0.09202815794118457,2700000.0,11339.368218228423
0.007493424350972222,1800000.0,9786.362336109563
0.3044034690646775,1500000.0,13592.216659322572
0.6438974662785142,1800000.0,10899.761184987394
0.6916442786168777,1200000.0,11052.56998385274
0.556621160823547,2700000.0,12459.719797323514
0.40429118569433087,1800000.0,11161.729161029183
0.45748518985064324,900000.0,13419.686835121805
0.9011779383731859,2100000.0,11997.244556076044
0.005633187048787125,300000.0,16119.482420173836
0.008857448929111222,600000.0,12355.62795426641
0.8537169938478972,1800000.0,11606.447143695337
0.8059682284658267,2700000.0,11378.908483345524
0.35694804681714165,1800000.0,13421.621315180042
0.2085187367901259,2100000.0,12788.313650846156
0.5531058172594456,1800000.0,12181.177831995687
0.34790527399485727,0.0,15705.010732710729
0.6941809065330702,1200000.0,10489.88545130446
0.3401252320889877,1200000.0,13843.709923001845
0.007326596375854533,300000.0,15511.742000387803
0.6444591038647256,2100000.0,11819.483690704203
0.9058421000365764,900000.0,12047.240632782266
0.34327118900973297,600000.0,12362.288881711469
0.9550442091626463,2100000.0,13288.369655353772
0.44381303097457137,2700000.0,13973.065084957612
0.047092216409030274,1500000.0,11727.66510915228
0.6990999365520031,2400000.0,11655.94222775727
0.640229658724083,300000.0,14615.093504465165
0.3908804550802173,2100000.0,12259.936417335171
0.6478167785966034,1500000.0,11336.808852915918
0.490804015555391,600000.0,12990.717288607844
0.5404036892228622,1500000.0,10038.463156828311
0.5427624523174928,0.0,15095.94214888542
0.9954378689791906,1800000.0,11315.357246961023
0.19974823218776772,900000.0,12561.55712065098
0.40257760943318543,2700000.0,11564.502871248278
0.6472669249591615,1200000.0,11829.894267332507
0.007313200953345755,300000.0,15877.991209595304
0.740463402730305,2400000.0,14553.899462302617
0.5931932563285359,1800000.0,10409.726423623028
0.9999377610411873,2700000.0,11642.941775629086
0.6025962715569314,1200000.0,10863.952137622446
0.1445133479273678,900000.0,15797.213492778925
0.99555131854866,2700000.0,11471.382808252845
0.5512917418533141,2400000.0,12613.386653534331
0.45698427855066925,1500000.0,10268.110600990394
0.3560189399440704,900000.0,11446.108486724059
0.4510889764357896,600000.0,11334.007753943144
0.7929982905143169,900000.0,11776.788102735902
0.19060492738758583,2700000.0,12616.30005352392
0.7991782878135679,0.0,16948.44627442998
0.9074802829012867,600000.0,11622.795134804273
0.1537516271527718,2700000.0,9137.613249891758
