dynamism,urgency_mean,cost
0.007901013460335005,900000.0,18215.8979667958
0.3993073661706007,2700000.0,9879.384422364456
0.9937590288031545,1500000.0,7658.187360330125
0.8031401368079631,600000.0,8544.611121648795
0.492111248495846,2700000.0,8901.56056085198
0.006908732811043872,300000.0,15433.457878511439
0.299829935236654,1200000.0,10552.034413649586
0.09976594831361174,600000.0,12760.687659909865
0.8936122167708584,2100000.0,7638.475669464117
0.09399977790571779,1800000.0,13190.220015548744
0.9083579630371946,2400000.0,8541.119356012914
0.6960802464956144,600000.0,8701.829527067075
0.6909708123593005,600000.0,7954.039629214905
0.6943488139083759,1200000.0,10067.326880288458
0.6013390754670298,2700000.0,8952.51820313294
0.7960242506135724,1500000.0,7143.611032495066
0.902719212414511,600000.0,7469.631169483771
0.0990262965220764,1800000.0,13197.139661688649
0.008186990081997858,2700000.0,12689.810658058403
0.6983656622541807,0.0,11904.386147725636
0.3008455985775419,600000.0,11144.025542448548
0.7018143400018166,2700000.0,9164.637810587968
0.4969389363379201,0.0,10476.737619256568
0.007394827450874386,2400000.0,17126.785786645607
0.09304418206466747,900000.0,11012.71056958408
0.10429201424293622,0.0,14371.812644720918
0.5935741146092074,2100000.0,6678.3789377005
0.10629222941308647,2100000.0,13202.784589283183
0.594408562855419,0.0,9445.088710244367
0.19095452306838756,1500000.0,10339.668318520957
0.2077775659633192,0.0,11907.194980773424
0.308853440232296,2100000.0,9494.051395942177
0.009889751609544972,1800000.0,16586.02777172667
0.7986516211816206,1200000.0,8923.119775552152
0.802109556050408,2700000.0,7986.163243868288
0.7975903239546036,1800000.0,8469.184821890864
0.0986638963196822,2100000.0,10641.296165769749
0.7045498725819808,1500000.0,6760.716738323681
0.9901855890542155,2100000.0,8018.814112374338
0.19295893491972904,2700000.0,14340.998363801324
0.09412745698129843,0.0,16503.661365351356
0.9977706040470983,600000.0,7630.338834179143
0.10719334943591097,2400000.0,15226.788668294066
0.3969399421111509,2700000.0,8639.149073526023
0.901274378740819,300000.0,9656.338412945304
0.8967590352739423,1200000.0,6935.6545665344365
0.39103318454928704,0.0,13911.179134978205
0.10961488857765578,900000.0,11031.189052250595
0.49387149357120574,0.0,11668.798990819803
0.006764317178818091,0.0,16282.943972221832
0.8023810302100296,900000.0,7212.617678425368
0.009879312428292542,300000.0,16728.85928178292
0.4056271338156746,900000.0,6381.916525638242
0.39659664113901727,1800000.0,9976.81607673845
0.6933463681899521,1800000.0,8436.28750644207
0.9990429674657036,1200000.0,7504.306157461442
0.895082308810882,300000.0,9294.734471192274
0.6925497845076665,600000.0,7363.512281462814
0.29500976572569815,2700000.0,10795.803593486313
0.8020561949937263,0.0,10993.642760018069
0.2937262306158197,0.0,11044.447038135848
0.8098944749736481,1800000.0,7727.056909286725
0.7003223207712621,600000.0,8080.231689681754
0.0913404834664373,2700000.0,13086.530619526297
0.006207471482582716,1800000.0,15581.825302943365
0.2923450815062246,1500000.0,12050.579337949466
0.6917030372945048,1200000.0,7403.336316232777
0.39973070686082146,1800000.0,7667.38944166402
0.9085197188363197,2100000.0,9155.852862799307
0.006681249594286065,300000.0,14698.020308644971
0.006908345116854675,600000.0,15631.315786916071
0.7933790348123017,2700000.0,8611.180987274747
0.20941928177218916,2100000.0,15878.756193480709
